patent_id,title,year,inventor_name,inventor_country,company_name
11445189,"Image encoding/decoding method and device, and method for transmitting bitstream",2021,Jung Hak Nam,KR,LG ELECTRONICS INC.
9561799,Vehicle including a control unit for controlling a coupled engine running mode,2013,Jonggap Kim,JP,TOYOTA JIDOSHA KABUSHIKI KAISHA
10980380,Cleaner,2019,Bohyun Nam,KR,LG ELECTRONICS INC.
5096902,"Heterocyclic compounds containing nitrogen and sulfur, pharmaceutical compositions containing them and process for preparing same",1990,Zsolt Szombathelyi,HU,Richter Gedeon Vegyeszeti Gyar RT
7370038,Stereographic network monitoring system and method thereof,2005,Lien-Hsun Chen,TW,INVENTEC CORPORATION
4454210,Electrophotographic reproduction of a three-dimensional object,1982,Kenzo Ariyama,JP,"RICOH COMPANY, LTD."
10940369,Rubber composition for hollow ball and hollow ball,2018,Takehiko Hyodo,JP,"SUMITOMO RUBBER INDUSTRIES, LTD."
8741492,Lithium air battery,2008,Shinji Nakanishi,JP,TOYOTA JIDOSHA KABUSHIKI KAISHA
8408124,Transport cylinder gripper pad height adjustment device,2010,Takanobu Aoki,JP,KOMORI CORPORATION
D1025407,Perforated panel,2021,Witalij Breimeier,DE,Bott GmbH & Co. KG
6018014,Aromatic polycarbonate and electrophotographic photosensitive medium using same,1998,Chiaki Tanaka,JP,"Hodogaya Chemical Co., Ltd."
6018014,Aromatic polycarbonate and electrophotographic photosensitive medium using same,1998,Chiaki Tanaka,JP,"RICOH COMPANY, LTD."
7579202,Method for fabricating light emitting diode element,2007,Wen-Chieh Hsu,TW,"TEKCORE CO., LTD."
5744763,Soundproofing insulator,1995,Fujio Ninomiya,JP,"TOYODA GOSEI CO., LTD."
4026211,Hollow-charge shell and antitank weapon for said shell,1976,Hans Martin Ostling,Unknown,Forenade Fabriksverken
9668120,Bulk re-registration to another MSC-VLR,2012,Sandra Home,US,Telefonaktiebolaget LM Ericsson (Publ)
8409136,Robotic catheter system,2011,Michael R. Zinn,US,"Hansen Medical, Inc."
D332813,Ski,1990,Jean-Luc Diard,FR,Salomon S.A.
10679136,Decision processing and information sharing in distributed computing environment,2015,Swapna Buccapatnam Tirumala,US,International Business Machines Corporation
8750918,Channel selection method and electronic device thereof,2011,Wen P. Liao,TW,HTC Corporation
7275241,Dynamic instrumentation for a mixed mode virtual machine,2003,Jong-Deok Choi,US,International Business Machines Corporation
10462634,"Method for Bluetooth mode switching, Bluetooth system and electronic device",2017,Mid Wang,CN,SMARTECH WORLDWIDE LIMITED
D306620,Reconfigurable toy cassette,1988,Takayoshi Doi,JP,"Takara Co., Ltd."
5587398,Meta substituted arylalkylamines and therapeutic and diagnostic uses therefor,1995,David R. Elmaleh,US,Unknown Company
10765386,Radiographic apparatus,2018,Takeshi Okamoto,JP,Shimadzu Corporation
11967251,Methods and systems for improving resource content mapping for an electronic learning system,2022,Ryan Clayton Ogg,CA,D2L Corporation
5241185,Proximity correction method for E-beam lithography,1992,Dov Ramm,IL,International Business Machines Corporation
9542539,Managing software deployment,2016,"Jerome R. Bell, Jr.",US,International Business Machines Corporation
6448988,Method and apparatus for interacting with a portable computer system,1999,Jeffrey C. Hawkins,US,PALM FIRM CORPORATION
5793129,Low distortion interference fits for spindle motor assembly,1997,David Jennings,US,Seagate Technology LLC
6378416,Swash plate type compressor piston wherein inner surface of hollow cylindrical section of body portion has axially extending reinforcing projections,2000,Seiji Katayama,JP,Kabushiki Kaisha Toyoda Jidoshokki Seisakusho
D503726,Sewing machine,2004,Nobuyuki Iwai,JP,"BROTHER INDUSTRIES, LTD."
4444513,Dual display watch,1981,Claude-Daniel Proellochs,CH,Eterna SA
6450658,Ceiling fan with light assembly,2001,Masao Tsuji,US,Hunter Fan Company
8044465,Method for producing partial SOI structures comprising zones connecting a superficial layer and a substrate,2010,Bernard Aspar,FR,S.O.I. TEC SILICON ON INSULATOR TECHNOLOGIES
11412052,Quality of service (QoS) management in edge computing environments,2018,Patrick G. Kutch,US,Intel Corporation
D415610,Shoe outsole,1999,Alan R. Cahill,US,"Elan Polo, Inc."
7637601,"Droplet discharging head, droplet discharging apparatus, method for manufacturing droplet discharging head and method for manufacturing droplet discharging apparatus",2007,Kazufumi Oya,JP,SEIKO EPSON CORPORATION
11465136,Metal-metal bonded ammonia oxidation catalysts,2020,Sungho Park,US,Wisconsin Alumni Research Foundation
D871407,Payment reader,2017,Leslie Rae Witt,US,Intuit Inc.
11138198,Handling of unresponsive read only instances in a reader farm system,2018,Wai Shun Wilson Chan,US,Oracle International Corporation
8517100,Compositions and methods for cleaning a wellbore prior to cementing,2010,Syed A. Ali,US,SCHLUMBERGER TECHNOLOGY CORPORATION
12049637,Bio-pesticides for controlling plant pests,2017,Vesna HODNIK,SI,KMETIJSKI INSTITUT SLOVENIJE
12049637,Bio-pesticides for controlling plant pests,2017,Vesna HODNIK,SI,Univerza v Ljubjani
10191118,Battery DC impedance measurement,2017,Daniel Ladret,FR,STMicroelectronics International N.V.
4753213,Injection of fuel to an engine,1986,Christopher K. Schlunke,AU,Orbital Engine Company Proprietary Limited
9913761,Method of constructing absorbent articles comprising graphics,2016,Michael Dale Trennepohl,US,The Procter & Gamble Company
7172852,Thermographic recording material with improved developability,2005,Ingrid Geuens,BE,Agfa-Gevaert NV
9938304,Catalysts with a silylene ligand,2014,Tsuyoshi Kato,FR,Bluestar Silicones France SAS
9938304,Catalysts with a silylene ligand,2014,Tsuyoshi Kato,FR,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE
11304733,Bone tie methods,2021,Taylor Semingson,US,"Spinal Elements, Inc."
8016380,High precision feed particularly useful for UV ink jet printing on vinyl,2005,Richard Codos,US,Polytype S.A.
D283695,Tire,1984,Gerhard Franz-Josef Senger,DE,Uniroyal Englebert Reifen GmbH
D828136,Heated utility knife,2015,Brandon Bellamy,US,"Grand Products, LLC"
11839900,Material processing screen plant drive system,2022,Alexander Evan Ross,US,"Terex USA, LLC"
9031380,"Information storage medium storing text-based subtitle, and apparatus and method for processing text-based subtitle",2012,Kil-soo Jung,KR,"SAMSUNG ELECTRONICS CO., LTD."
7788691,Terrestrial digital TV broadcast signal receiver,2005,Keisuke Tsukamoto,JP,"FUNAI ELECTRIC CO., LTD."
11826149,Electrocardiogram gain adjustment,2020,Joseph C. Green,US,"Medtronic, Inc."
4836947,"Azeotrope-like compositions of 1,1-dichloro-1-fluoroethane and ethanol",1988,David P. Wilson,US,"AlliedSignal, Inc."
12240977,Polyamide resin composition and method of producing same,2019,Nobuhiro YOSHIMURA,JP,TOYOBO MC CORPORATION
9155838,Medicated module having a double needle guard,2011,Malcolm Stanley Boyd,GB,Sanofi-Aventis Deutschland GMBH
6558633,Chemical reaction apparatus and methods,1994,Jacqueline Wyatt,US,"Isis Pharmaceuticals, Inc."
7739651,Method and apparatus to determine if a pattern is robustly manufacturable,2007,"Lawrence S. Melvin, III",US,"SYNOPSYS, INC."
10166024,Apparatus and methods for occluding a hollow anatomical structure,2011,"Warren P. Williamson, IV",US,"IDx Medical, Ltd."
10166024,Apparatus and methods for occluding a hollow anatomical structure,2011,"Warren P. Williamson, IV",US,The Cleveland Clinic Foundation
10166024,Apparatus and methods for occluding a hollow anatomical structure,2011,"Warren P. Williamson, IV",US,"AtriCure, Inc."
7723815,Wafer bonded composite structure for thermally matching a readout circuit (ROIC) and an infrared detector chip both during and after hybridization,2004,Jeffrey M. Peterson,US,Raytheon Company
11633866,Robot casing and robot,2020,Kazutaka Nakayama,JP,FANUC CORPORATION
10143236,Cartridge for an aerosol delivery device and method for assembling a cartridge for a smoking article,2015,Michael Laine,US,"RAI Strategic Holdings, Inc."
5813353,Gondola railcar,1997,Lynn B. Sauter,US,Johnstown America Corporation
12116468,Composite particles comprising a hydrophobic dye and an amphiphilic block copolymer and use thereof in optical applications,2020,William M. Curtis,CA,Coloursmith Labs Inc.
8263998,Light-emitting device,2011,Shih-I Chen,TW,Epistar Corporation
5345083,X-ray detector comprising an improved entrance window,1993,Johannes J.M. de Koning,NL,U.S. Philips Corporation
10470687,Surgical procedure management systems and methods,2013,Vadim Sherman,US,The Methodist Hospital
10470687,Surgical procedure management systems and methods,2013,Vadim Sherman,US,UNIVERSITY OF HOUSTON
11284724,Furniture member having lumbar adjustment mechanism,2021,Alexander M. Hegedus,US,La-Z-Boy Incorporated
7035927,Intelligent inbound/outbound communications blending,2002,Robin H. Foster,US,Avaya Technology LLC
10616628,Zero sign-on authentication,2018,Oscar Marcia,US,"Cable Television Laboratories, Inc."
6934576,Determination of the ultrastructure of connective tissue by an infrared fiber-optic spectroscopic probe,2001,Nancy P. Camacho,US,Hospital for Special Surgery
8430032,Avalanche triggering system,2008,Louis Noel,FR,TECHNOLOGIE ALPINE DE SECURITE—TAS
4090921,Automatic cultivating apparatus,1976,Ichiro Sawamura,Unknown,"Olympus Optical Co., Ltd."
10294288,Peptides and combination of peptides for use in immunotherapy against esophageal cancer and other cancers,2018,Harpreet Singh,US,Immatics Biotechnologies GmbH
4952967,Timer-assisted photographing mode control device for camera,1988,Shinichi Tsujimoto,JP,Canon Kabushiki Kaisha
4272501,Carbon fibers from SRC pitch,1980,Edwin N. Givens,US,International Coal Refining Company
8740436,Display assembly and methods,2011,Kevin Mundt,US,Dell Products L.P.
9798151,Autostereoscopic display device,2012,Bart Kroon,NL,KONINIKLIJKE PHILIPS N.V.
5929015,Bleaching agent,1997,Monica Jigstam,SE,EKA CHEMICALS AB
12247585,Blower device and respirator including blower device,2023,Shumin Gao,CN,"BMC Medical Co., Ltd."
10076519,Substituted pyridazines as skeletal muscle modulators,2017,Pu-Ping Lu,US,"CYTOKINETICS, INC."
9968847,System and method for compressing video frames or portions thereof based on feedback information from a client device,2017,Roger van der Laan,US,Sony Interactive Entertainment America LLC
11035847,Deterministic stepping of polymers through a nanopore,2018,Stephen Jordan Fleming,US,President and Fellows of Harvard College
6536352,Lead-free frangible bullets and process for making same,2000,Anil V. Nadkarni,US,"Delta Frangible Ammunition, LLC"
D527799,Faucet spout hub and escutcheon,2004,John Schaffeld,US,Masco Corporation of Indiana
8582819,Methods and systems for improving yield in wanted vehicle searches,2012,Aaron Michael Burrry,US,Xerox Corporation
10998797,Electric motor assembly including end cap having heat sink for heat-generating electrical component,2017,Justin Clack,US,TTI (MACAO COMMERCIAL OFFSHORE) LIMITED
5554469,Charging processes with liquid compositions,1995,James R. Larson,US,Xerox Corporation
10692631,Cryogenic cooling apparatus and connecting structure for superconducting device,2014,Seok Ju Lee,KR,LS CABLE & SYSTEM LTD.
9045470,Compounds and compositions as TLR activity modulators,2010,David Skibinski,IT,IRM Inc.
9349665,Methods and apparatus of packaging of semiconductor devices,2013,Tsung-Yuan Yu,TW,TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LTD.
7643254,Tunnel-effect type magnetic sensor having free layer including non-magnetic metal layer,2007,Ryo Nakabayashi,JP,"ALPS ELECTRIC CO., LTD."
5397368,Specialty sod mats constructed of nonwoven fabric,1993,Judith R. Molnar,US,Unknown Company
5397368,Specialty sod mats constructed of nonwoven fabric,1993,Judith R. Molnar,US,Unknown Company
11469260,"Display substrate, method for preparing the same, and display device",2019,Tongshang Su,CN,"HEFEI XINSHENG OPTOELECTRONICS TECHNOLOGY CO., LTD."
11469260,"Display substrate, method for preparing the same, and display device",2019,Tongshang Su,CN,"BEIJING BOE TECHNOLOGY DEVELOPMENT CO., LTD."
10637211,Light-emitting semiconductor chip and method for producing a semiconductor light-emitting chip,2017,Alfred Lell,DE,Osram OLED GMBH
4505145,Equipment for straightening deformed vehicles or vehicle parts,1982,Hans R. Bergstrom,SE,AB Samefa
9670308,Device and method for treatment of openings in vascular and septal walls,2013,Elizabeth L. Cosgriff-Hernandez,US,THE TEXAS A&M UNIVERSITY SYSTEM
9670308,Device and method for treatment of openings in vascular and septal walls,2013,Elizabeth L. Cosgriff-Hernandez,US,"Lawrence Livermore National Security, LLC"
5136969,Modularized machine for reconditioning pipelines,1991,Gordon R. Chapman,US,"Cups Unlimited, LLC"
10367107,Multijunction photovoltaic device having an Si barrier between cells,2016,Andrew Johnson,GB,IQE plc
10804321,Switch device and storage unit,2019,Minoru Ikarashi,JP,SONY SEMICONDUCTOR SOLUTIONS CORPORATION
9315972,Wear assembly and lock mechanism,2011,Paul Surrey,AU,Cutting Edges Equipment Parts Pty Ltd.
9524140,Apparatus and system for managing multiple computers,2014,Michael Leibow,US,"BELKIN INTERNATIONAL, INC."
10632675,Build material container,2016,Ismael Chanclon,ES,"Hewett-Packard Development Company, L.P."
12305967,Method for designing terminal guidance law based on deep reinforcement learning,2024,Guilin Jiang,CN,NANJING UNIVERSITY OF SCIENCE AND TECHNOLOGY
D761617,Blender base,2015,Jonathan Dalton,US,"Hamilton Beach Brands, Inc."
8115792,"Laser marking method, laser marking apparatus and optical element",2009,Bernd Keiper,DE,3D-Micromac AG
8657530,Subsea pipe stub pulling devices and methods,2012,Luis Javier Gutierrez,US,BP CORPORATION NORTH AMERICA INC.
10086935,Guide vanes for a pusher propeller for rotary wing aircraft,2015,Colman D. Shattuck,US,SIKORSKY AIRCRAFT CORPORATION
8268092,"Magnetic sheet for radio frequency identification antenna, method of manufacturing the same, and radio frequency identification antenna using the same",2010,Beom-Jin Kim,KR,"AMOTECH CO., LTD."
D895887,Luminaire structure,2017,Joseph Bou Harb,CA,AXIS LIGHTING INC.
8838650,Method and apparatus for preprocessing a plurality of documents for search and for presenting search result,2007,Zhong Su,CN,International Business Machines Corporation
4803377,Starter motor control device for engines,1988,Shiro Iwatani,JP,Mitsubishi Electric Corporation
11716976,Systems and methods for continuous insect pupae sensing,2019,Jianyi Liu,US,Verily Life Sciences LLC
8520248,Printing apparatus and printer driver,2004,Takashi Kasahara,JP,Canon Kabushiki Kaisha
7883200,Recording sheet and image recording method using the same,2007,Takashi Ogino,JP,"FUJI XEROX CO., LTD."
9915307,Brake,2012,Harold Terry,US,OTIS ELEVATOR COMPANY
12426514,Techniques for MRAM MTJ top electrode connection,2021,Wen-Chun You,TW,TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LTD.
11236975,Wireless electronic detonator,2018,Franck Guyon,FR,Unknown Company
11236975,Wireless electronic detonator,2018,Franck Guyon,FR,COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES
11232577,Systems and methods for medical image registration,2016,Nathaniel Roth,IL,Speetrum Dynamics Medical Limited
5624491,Compressive strength of concrete and mortar containing fly ash,1994,John W. Liskowitz,US,New Jersey Institute of Technology
8527401,"Product, system and method for certification of closing and mortgage loan fulfillment",2005,Craig I. DeRoy,US,The First American Corporation
10191099,"Semiconductor test device and method, and data analysis device",2016,Soon Young LEE,KR,"SAMSUNG ELECTRONICS CO., LTD."
12358193,Method for producing glass plate with resin frame for vehicle window and device for producing glass plate with resin frame for vehicle window,2023,Jun Ito,JP,AGC INC.
D457932,Golf ball retriever,2001,Maurice G. Bellville,US,Unknown Company
9749880,Base station failover using neighboring base stations as relays,2010,Scott A. Townley,US,Cellco Partnership
9749880,Base station failover using neighboring base stations as relays,2010,Scott A. Townley,US,Verizon Patent and Licensing Inc.
5401734,Cephem compounds,1993,Kazuo Sakane,JP,"Fujisawa Pharmaceutical Co., Ltd."
7997106,Security apparatus including locking head and attachment device,2010,Ryan White,US,ACCO Brands USA LLC
9202682,Devices and methods related to flat gas discharge tubes,2014,Jan Heath,US,"Bourns, Inc."
9668865,Trochlear implants and methods of use,2014,Peter Strzepa,US,"Fellowship of Orthopaedic Researchers, Inc."
5436221,Tumor metastasis inhibiting compounds and methods,1992,Ikuo Saiki,JP,FUJITSU LIMITED
7659637,Variable speed wind power generation system,2007,Tadashi Sodeyama,JP,"HITACHI, LTD."
11625417,System and method for transferring and synchronizing student information system (SIS) data,2021,Tuan Pham,US,"CollegeNET, Inc."
6375655,Interbody fusion device and method for restoration of normal spinal anatomy,2000,"Eddie F. Ray, III",US,"SDGI, LLC"
8392128,Method for querying a piezoelectric resonator and querying device implementing said querying method,2009,Jean-Michel Friedt,FR,SENSEOR
11838917,Cross-carrier downlink control information scheduling,2021,Juan Montojo,US,QUALCOMM Incorporated
5676980,Center split segmented mold for curing pneumatic tires,1995,James C. Storch,US,"Continental General Tire, Inc."
9071964,Method and apparatus for authenticating a digital certificate status and authorization credentials,2011,Thomas J. Senese,US,"MOTOROLA SOLUTIONS, INC."
7689976,Compiler apparatus and linker apparatus,2004,Shohei Michimoto,JP,PANASONIC HOLDINGS CORPORATION
9152220,Incremental preparation of videos for delivery,2012,Malolan Chetlur,IN,International Business Machines Corporation
11506077,Inflatable device with guiding mechanism for effective engine cleaning,2021,Deepak Trivedi,US,General Electric Company
8377890,Hair treatment agents having low-dose oligopeptides,2011,Elisabeth Poppe,DE,Henkel AG & Co. KGaA
12082011,Configuring radio link monitoring (RLM) for moving radio access network (RAN),2019,Olof Liberg,SE,Telefonaktiebolaget LM Ericsson (Publ)
9923267,Phase-change material based reconfigurable antenna,2017,Arash Ahmadivand,US,The Florida International University Board of Trustees
9930039,Device authentication within deployable computing environment,2016,Nikolay Smolyanskiy,US,"MICROSOFT TECHNOLOGY LICENSING, LLC"
7976910,Liquid crystals and liquid crystal display apparatus employing the same,2008,Seong-Nam Lee,KR,"SAMSUNG ELECTRONICS CO., LTD."
7409509,Dynamic storage device pooling in a computer system,2006,Varghese Devassy,CA,"Commvault Systems, Inc."
10431375,Hardened inductive device and systems and methods for protecting the inductive device from catastrophic events,2015,Jeremy R. Schueler,US,ABB Schweiz AG
3963297,Underwater pressure compensated electrical connector,1975,Gerald J. Selvin,US,International Telephone and Telegraph Corporation
11278586,Highly absorbable oral tyrosine formulation,2018,Kotaro Tamura,JP,KAO CORPORATION
10356123,System and method for deprovisioning,2017,Damien Phelan Stolarz,US,"Telepathy Labs, Inc."
6685861,Oxygen scavenging high barrier polyamide compositions for packaging applications,2002,Timothy J. Kraft,US,HONEYWELL INTERNATIONAL INC.
4453132,Active filter,1982,Michael M. Stamler,US,"Motorola, Inc."
5182053,Process for forming intraocular lenses having haptics with high fracture toughness,1991,Jimmy D. McCullough,US,Optical Radiation Corporation
6340200,Front pillar impact absorbing structure,2000,Kouji Enomoto,JP,"HONDA MOTOR CO., LTD."
7779162,Methods and systems for providing an asymmetric ethernet service,2003,Steven A. Wright,US,"AT&T Intellectual Property I, L.P."
12304943,April and BAFF inhibitory immunomodulatory proteins and methods of use thereof,2024,Mark W. Rixon,US,"Alpine Immune Sciences, Inc."
PP13180,New Guinea Impatiens plant named &#8216;Balcebsafo&#8217;,2001,Kerry M. Strope,US,"Ball FloraPlant, a division of Ball Horticultural Company"
8825811,Connection management and optimization for services delivered over networks,2012,Cesar A. Gonzales,US,International Business Machines Corporation
7468533,Terraced film stack,2007,Alex J. Schrinsky,US,"Micron Technology, Inc."
4356234,Thermoplastic synthetic filaments and process for producing the same,1981,Toshimasa Kuroda,JP,TEIJIN LIMITED
7962315,Gathering data concerning publication usage,2005,Jack K. Zhang,US,Arbitron Inc.
5932730,"Carboxylic acid derivatives, their preparation and use",1997,Ernst Baumann,DE,BASF SE
8956162,Strip for the delivery of oral care compositions,2012,Guy De Vreese,BE,Sylphar N.V.
D361084,Printer,1994,Jun Kitera,JP,Asahi Kogaku Kogyo Kabushiki Kaisha
5026895,"Novel (trifluoromethyl)-phenoxy-benzoic acid derivatives, process for the preparation thereof and fungicides containing these compounds as active ingredient",1985,Peter Bohus,HU,Budapest Vegyimuvek
8399882,Oxide semiconductor transistors and methods of manufacturing the same,2010,Sung Ho Park,KR,"SAMSUNG ELECTRONICS CO., LTD."
6268442,Process for the reduction of reactor fouling,1999,Erik Van Praet,BE,Borealis A/S
6099264,Pump controller,1998,Benjamin R. Du,US,ITT MANUFACTURING ENTERPRISES LLC
11958850,Heteroaryl compounds for kinase inhibition,2021,Yun Zhang,US,Takeda Pharmaceutical Company Limited
7947642,"Spray-drying process for preparing a low density, low builder, highly water-soluble spray-dried detergent powder",2007,Callum Niall Fergus Finlay,GB,The Procter & Gamble Company
10712099,Heat pipe,2018,Yasushi Yamamoto,JP,TOSHIBA ENERGY SYSTEMS & SOLUTIONS CORPORATION
10712099,Heat pipe,2018,Yasushi Yamamoto,JP,Kabushiki Kaisha Toshiba
7092031,Digital camera imaging module,1999,Rudolf A. Wiedemann,US,Zoran Corporation
8444701,Antimicrobial containment cap for a bone anchored prosthesis mounting,2006,Raymond E. Olsen,US,University of Utah Research Foundation
8411016,Scanning drive circuit and display device including the same,2009,Seiichiro Jinta,US,SONY GROUP CORPORATION
11063498,Conductor shaping apparatus,2018,Junki Nishino,JP,TOYOTA JIDOSHA KABUSHIKI KAISHA
6060756,Surface shape recognition sensor and method of fabricating the same,1999,Akihiko Hirata,JP,NIPPON TELEGRAPH AND TELEPHONE CORPORATION
11036350,Graphical user interface for specifying 3D position,2019,Edward Stein,US,"DTS, Inc."
9576811,Integrating atomic scale processes: ALD (atomic layer deposition) and ALE (atomic layer etch),2015,Keren Jacobs Kanarik,US,Lam Research Corporation
12031551,Flexible adapter for submersible oily and storm pumping systems,2022,Samil Alshaibani,SA,SAUDI ARABIAN OIL COMPANY
11991150,Apparatus and method for providing remote work environment,2021,Gak-Soo Lim,KR,KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY
8941725,Method of processing three-dimensional stereoscopic image data and display apparatus for performing the same,2011,Sang Yong NO,KR,"SAMSUNG ELECTRONICS CO., LTD."
5073693,Method for joining metallic members,1989,Hiroyoshi Kikuchi,JP,NDC CORPORATION
6096701,Antimicrobial multi purpose containing a cationic surfactant,1999,Nicole Andries,BE,Colgate-Palmolive Company
5734622,MOS static RAM with improved soft error resistance; high-level supply voltage drop detection circuit and complementary signal transition detection circuit for the same; and semiconductor device with improved intersignal time margin,1996,Kazuto Furumochi,JP,FUJITSU LIMITED
11842485,System and methods for inferring thickness of anatomical classes of interest in two-dimensional medical images using deep neural networks,2021,Tao Tan,NL,GE Precision Healthcare LLC
8641786,"Rotating knife, washing column, and method for disintegrating a crystal bed in a washing column",2009,Michiel Nienoord,NL,Nederlandse Organisatie voor toegepast-natuurwetenschappelijk onderzoek TNO
8811760,Coding images using intra prediction modes,2011,Robert A. Cohen,US,"Mitsubishi Electric Research Laboratories, Inc."
12057440,Display device including coupled display panels,2021,Hokil Oh,KR,"SAMSUNG ELECTRONICS CO., LTD."
11507842,"Learning method, learning apparatus, and non-transitory computer-readable storage medium for storing learning program",2020,Yusuke Oki,JP,FUJITSU LIMITED
7718189,Sustained release of antiinfectives,2005,Lawrence Boni,US,Transpave Inc.
4302481,"Spray method and spray device, particularly for the spray-coating of articles with powder",1979,Peter Ribnitz,CH,Gema AG
9931926,Active grille multi part modular frame,2017,Anthony J. Povinelli,US,Magna Exteriors Inc.
6761230,Downhole drilling apparatus and method for using same,2002,Kenneth W. Turner,US,SCHLUMBERGER TECHNOLOGY CORPORATION
8284044,Poll-based alarm handling system and method,2008,Péter Benkö,HU,Telefonaktiebolaget LM Ericsson (Publ)
6952510,Optically corrected intracavity fiber coupled multigain element laser,2002,Mark Pratt,US,nLight Photonics Corporation
12377438,Alkali-soluble resin additives and coating compositions including such additives,2023,Sebastien Gibanel,FR,SWIMC LLC
11085279,Stress-transfer method in tunnel with high ground pressure based on fracturing ring,2017,Xinglong ZHAO,CN,China University of Mining and Technology
11085279,Stress-transfer method in tunnel with high ground pressure based on fracturing ring,2017,Xinglong ZHAO,CN,"XUZHOU USURE MINING TECHNOLOGY CO., LTD"
8409311,Filtering device,2007,Klaus Waltenberg,DE,MANN+HUMMEL GmbH
5481514,Recording/reproducing apparatus including an auto changer for a disk-like recording medium,1993,Masae Murata,JP,"Victor Company of Japan, Ltd."
7033662,Structure for fitting knob to shaft,2002,Shinichi Togawa,JP,"ALPS ELECTRIC CO., LTD."
10854213,Apparatus and method for screen related audio object remapping,2018,Jan Plogsties,DE,Fraunhofer-Gesellschaft zur förderung der angewandten Forschung e.V.
11264680,Electrode assembly and secondary battery,2018,Geoffrey Matthew Ho,US,Enovix Corporation
7142909,Biocompatible bonding method and electronics package suitable for implantation,2002,Jerry Ok,US,"Second Sight Medical Products, Inc."
9441259,Formation of immobilized biological layers for sensing,2014,Gordon Bruce Collier,CA,Abbott Point of Care Inc.
9312646,Connector and wire harness,2014,Jun Umetsu,JP,"HITACHI, LTD."
5245895,Method and apparatus for automatically tightening and untightening a bolt,1991,Katsuhiko Yoshida,JP,Kabushiki Kaisha Kobe Seiko Sho
7200324,"Magnetic-tape recording apparatus and method, magnetic-tape reproduction apparatus and method, and recording medium",2001,Tsukasa Hashino,JP,SONY GROUP CORPORATION
8284377,Display device and repairing method therefor,2009,Wen-Pin Chen,TW,Au Optronics Corporation
7814645,Mounting apparatus mounting surface-mounted device on receiving device using ultrasonic vibration,2008,Yuji Saito,JP,TDK CORPORATION
7830052,Electric machine having electrically conductive member and associated insulation assembly and related methods,2008,Phillip Keaton,US,"SIEMENS ENERGY, INC."
5984187,Body-wearable laser scanning system with code symbol detection responsive controller,1997,George B. Rockstein,US,"METROLOGIC INSTRUMENTS, INC."
3941917,Electrical junction box assembly,1974,Donald M. Taylor,Unknown,Fosroc A.G.
8151109,Selective authorization of the loading of dependent code modules by running processes,2011,William H. Lutton,US,"Fortinet, Inc."
8771175,Capsule type endoscope including magnetic drive,2011,Philipp Troebner,DE,Novineon Healthcare Technology Partners GmbH
5612428,Process for preparing olefin polymer with catalyst containing metallocene,1995,Christian Kohlpaintner,DE,Hoechst GmbH
9129250,Automated inventory management,2013,Jill Kathleen Sestini,US,"AMAZON TECHNOLOGIES, INC."
D1061887,Surgical safety knife,2023,Peter Chaikowsky,US,"ACCUTEC, INC"
5800187,"Connection strip for high data rate lines, and a resulting connection assembly",1996,Fabrice Audeval,Unknown,Alcatel Cable Interface
6692112,Monolithic ink-jet printhead,2002,Yong-soo Oh,KR,"SAMSUNG ELECTRONICS CO., LTD."
6812139,Method for metal fill by treatment of mobility layers,2002,Russell C. Zahorik,US,"Micron Technology, Inc."
9819497,Automated provisioning of certificates,2015,Swapnil Daingade,US,VMware LLC
9599010,"Cooling device for internal combustion engine, and cooling method for internal combustion engine",2014,Aiko Kawamoto,JP,"Nissan Motor Co., Ltd."
D677287,Refrigerator,2011,Wei Ding,CN,"Hefei Hauling Co., Ltd."
D677287,Refrigerator,2011,Wei Ding,CN,"Hefei Midea Rongshida Refrigerator Co., Ltd."
5466223,Needle assembly having single-handedly activatable needle barrier,1994,Peter Bressler,US,"Becton, Dickinson and Company"
11258047,Organic electroluminescent element and measurement apparatus,2020,Takahiko Yamanaka,JP,Hamamatsu Photonics K.K.
11397286,Acrylic polyvinyl acetal film for a light directing article,2017,David C. Lueneburg,US,3M INNOVATIVE PROPERTIES COMPANY
12156277,Discontinuous downlink channel monitoring,2021,Krishna Kiran Mukkavilli,US,QUALCOMM Incorporated
9553593,Delay locked loop and associated control method,2015,Meng-Tse Weng,TW,"MSTAR SEMICONDUCTOR, INC."
9062920,Heat pipe with sealed vesicle,2012,YI-SHIH HSIEH,TW,"Foxconn Technology Group Co., Ltd."
11056356,Fluid viscosity control during wafer bonding,2018,Mauro J. Kobrinsky,US,Intel Corporation
9219445,Optimization methods for amplifier with variable supply power,2013,Jeffrey A. Dykstra,US,Peregrine Semiconductor Corporation
9611844,Reciprocating pump valve assembly with thermal relief,2012,"Clinton Craig Grandahl, Jr.",US,Graco Minnesota Inc.
9977764,"Method for designing coil systems for generation of magnetic fields of desired geometry, a magnetic resonance imaging or magnetoencephalography apparatus with a coil assembly and a computer program",2011,Juha Simola,FI,Elekta AB (publ)
7464335,"Information processing apparatus, information processing method, and storage medium storing computer-readable program",2005,Satoshi Nishikawa,JP,Canon Kabushiki Kaisha
